query_id,config,recall@1,recall@3,recall@5,mrr,ndcg@5,ndcg@10
Q059,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q059,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q059,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q059,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q059,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q060,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q060,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q060,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q060,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q060,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q061,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q061,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q061,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q061,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q061,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q062,vector_only_baseline,1.0,1.0,1.0,1.0,0.8318724637288826,0.9550236580992476
Q062,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q062,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q062,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q062,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q063,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q063,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q063,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q063,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q063,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q064,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q064,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q064,full_hybrid_baseline,1.0,1.0,1.0,1.0,0.8318724637288826,0.9709286432396583
Q064,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,0.8318724637288826,0.9709286432396583
Q064,bm25_only,1.0,1.0,1.0,1.0,0.8318724637288826,0.9447176050778178
Q065,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q065,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q065,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q065,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q065,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q066,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q066,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q066,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q066,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q066,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q067,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q067,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q067,full_hybrid_baseline,1.0,1.0,1.0,1.0,0.9060254355346823,0.9060254355346823
Q067,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,0.9828920819566879,0.9828920819566879
Q067,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q068,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q068,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q068,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q068,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q068,bm25_only,1.0,1.0,1.0,1.0,0.6164336326286644,0.8631997506525685
Q069,vector_only_baseline,1.0,1.0,1.0,1.0,0.9469024295259745,0.9469024295259745
Q069,vector_only_grounded_prf,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
